Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Admission grade,Previous qualification (grade),Scholarship holder,Tuition fees up to date,Debtor,Age at enrollment,Gender,International,Previous qualification,Application mode,Daytime/evening attendance,Displaced,Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Marital status,Application order,Course,1st_sem_success_rate,2nd_sem_success_rate,academic_potential,age_group,Target
1,11.0,0,6.874999999999999,130.0,130.0,0,0,0,28,0,0,3,7,0,0,6,12,6,0,1,1,8378,0.1666666666666666,0.0,130.0,26-30,Dropout
4,12.25,4,10.5,125.7,120.0,0,0,1,34,0,0,1,39,1,0,6,10,6,13,2,1,9003,0.6666666666666666,0.6666666666666666,122.85,30+,Dropout
0,7.399999999999999,0,6.874999999999999,128.0,140.0,0,0,0,32,0,0,1,43,1,1,7,7,8,8,1,1,9556,0.0,0.0,134.0,30+,Dropout
4,10.75,5,11.5,113.2,123.0,1,1,0,20,0,0,1,17,1,0,6,11,6,13,1,1,9238,0.6666666666666666,0.8333333333333334,118.1,17-20,Enrolled
8,13.63,8,13.63,120.0,133.1,1,1,0,34,0,0,19,39,1,0,8,9,8,9,4,1,9500,1.0,1.0,126.55,30+,Graduate
3,13.0,4,11.5,117.8,130.0,0,1,0,21,0,0,1,1,1,1,5,8,5,7,1,1,9670,0.6,0.8,123.9,21-25,Graduate
6,13.533333333333331,7,12.228571428571428,121.3,126.0,1,1,0,18,0,0,1,1,1,1,7,9,7,7,1,3,9500,0.8571428571428571,1.0,123.65,17-20,Enrolled
7,16.9,8,16.37777777777778,160.15000000000003,162.5,1,1,0,18,0,0,1,1,1,0,7,7,8,9,1,1,9500,1.0,1.0,161.32500000000002,17-20,Graduate
5,12.0,4,12.0,117.7,124.0,0,1,0,18,0,0,1,17,1,1,6,10,6,11,1,3,9238,0.8333333333333334,0.6666666666666666,120.85,17-20,Graduate
6,12.5,6,13.285714285714286,121.8,120.0,0,1,0,22,0,0,39,44,0,1,6,6,6,7,1,1,8378,1.0,1.0,120.9,21-25,Graduate
7,12.764285714285714,7,12.764285714285714,128.3,140.0,0,1,0,19,0,0,1,1,1,1,8,8,8,8,1,2,9500,0.875,0.875,134.15,17-20,Graduate
5,13.75,5,12.166666666666666,132.2,143.0,1,1,0,18,0,0,1,18,1,1,5,8,5,6,1,2,9147,1.0,1.0,137.6,17-20,Graduate
0,7.399999999999999,0,6.874999999999999,134.3,136.0,0,1,1,19,0,0,1,1,1,1,2,0,2,0,1,2,8378,0.0,0.0,135.15,17-20,Dropout
7,14.604285714285712,8,15.68333333333333,123.4,132.0,1,1,0,18,0,0,1,1,1,0,7,7,8,9,1,1,9500,1.0,1.0,127.7,17-20,Graduate
0,7.399999999999999,0,6.874999999999999,121.7,133.1,0,0,1,31,0,0,19,39,0,0,5,7,5,7,2,1,9991,0.0,0.0,127.4,30+,Dropout
5,13.833333333333334,6,12.5,130.0,102.5,1,1,1,33,0,0,19,39,0,0,6,9,6,7,2,1,8378,0.8333333333333334,1.0,116.25,30+,Graduate
8,13.57625,8,13.57625,126.5,137.0,1,1,0,19,0,0,1,1,1,1,8,8,8,8,1,3,9500,1.0,1.0,131.75,17-20,Graduate
6,15.142857142857142,6,15.833333333333334,159.7,153.0,1,1,0,18,0,0,1,17,1,1,6,7,6,6,1,1,9238,1.0,1.0,156.35,17-20,Graduate
3,10.666666666666666,5,11.6,151.3,160.0,0,1,0,23,0,0,1,1,1,0,5,8,5,8,1,1,9147,0.6,1.0,155.65,21-25,Graduate
5,11.2,6,12.0,138.0,145.0,0,1,0,20,0,0,1,17,1,1,6,11,6,6,1,1,9238,0.8333333333333334,1.0,141.5,17-20,Graduate
8,13.76375,8,13.76375,126.5,137.0,0,1,0,18,0,0,1,1,1,1,8,8,8,8,1,3,9500,1.0,1.0,131.75,17-20,Graduate
8,13.25,5,12.2,140.0,140.0,0,1,1,21,0,0,42,53,1,1,9,10,9,14,1,1,9085,0.8888888888888888,0.5555555555555556,140.0,21-25,Enrolled
5,10.714285714285714,5,12.2,112.3,120.0,1,1,0,22,0,0,1,1,1,0,6,10,6,10,1,1,9238,0.8333333333333334,0.8333333333333334,116.15,21-25,Graduate
6,12.166666666666666,6,11.666666666666666,127.3,122.0,0,1,1,20,0,0,1,1,1,1,6,6,6,7,1,1,9238,1.0,1.0,124.65,17-20,Graduate
6,14.357142857142858,6,14.357142857142858,130.0,130.0,0,1,0,23,0,0,3,7,1,1,7,8,7,8,1,1,9500,0.8571428571428571,0.8571428571428571,130.0,21-25,Graduate
6,12.833333333333334,6,12.666666666666666,115.0,133.1,0,1,0,19,0,0,1,17,1,1,6,6,6,6,1,2,9773,1.0,1.0,124.05,17-20,Graduate
7,13.925714285714283,7,13.925714285714283,131.5,150.0,0,1,0,19,0,0,1,17,1,1,8,8,8,8,1,3,9500,0.875,0.875,140.75,17-20,Graduate
2,12.0,3,11.0,125.7,133.1,0,1,0,26,0,0,1,39,0,0,5,9,5,9,1,1,9991,0.4,0.6,129.4,26-30,Dropout
7,13.44285714285714,8,13.744444444444444,126.8,141.0,0,1,0,18,0,0,1,1,1,1,7,7,8,9,1,3,9500,1.0,1.0,133.9,17-20,Graduate
1,16.0,0,6.874999999999999,132.4,146.0,0,1,0,18,1,0,1,18,1,1,5,5,5,5,1,1,9119,0.2,0.0,139.2,17-20,Dropout
6,13.125,6,13.2,150.0,150.0,0,1,0,20,1,0,39,44,1,1,6,8,6,10,1,1,9003,1.0,1.0,150.0,17-20,Graduate
0,7.399999999999999,0,6.874999999999999,95.0,133.1,0,1,0,19,1,0,1,1,1,0,6,7,6,6,1,1,9670,0.0,0.0,114.05,17-20,Dropout
5,11.4,4,11.0,128.2,120.0,0,0,0,32,1,0,1,43,0,0,9,9,4,4,1,1,9991,0.5555555555555556,1.0,124.1,30+,Dropout
2,11.0,3,11.666666666666666,130.0,150.0,0,0,0,31,1,0,1,39,1,0,4,12,5,9,2,1,9130,0.5,0.6,140.0,30+,Dropout
1,11.0,1,10.0,100.0,133.1,0,1,0,25,1,0,19,39,1,0,5,13,5,11,1,1,9119,0.2,0.2,116.55,21-25,Enrolled
5,13.666666666666666,5,13.0,159.9,140.0,0,1,0,21,0,0,39,42,1,1,6,14,6,10,1,1,9085,0.8333333333333334,0.8333333333333334,149.95,21-25,Graduate
4,11.75,1,10.0,100.0,140.0,0,0,0,31,0,0,1,43,0,0,6,10,5,6,2,1,9991,0.6666666666666666,0.2,120.0,30+,Dropout
1,10.0,1,13.0,116.5,133.1,0,1,0,34,0,0,1,39,1,0,7,11,7,7,2,1,9853,0.1428571428571428,0.1428571428571428,124.8,30+,Dropout
6,13.5,6,12.833333333333334,120.0,128.0,1,1,0,18,0,0,1,1,1,0,6,8,6,9,1,1,9238,1.0,1.0,124.0,17-20,Graduate
0,7.399999999999999,0,6.874999999999999,117.0,117.0,0,1,1,19,0,0,1,1,1,1,6,0,6,0,1,3,9238,0.0,0.0,117.0,17-20,Dropout
1,12.0,1,11.0,140.0,140.0,0,1,1,21,0,0,42,53,1,1,6,12,6,11,1,1,9670,0.1666666666666666,0.1666666666666666,140.0,21-25,Enrolled
3,13.0,5,11.8,118.1,124.0,0,0,0,18,0,0,1,1,1,1,6,11,6,10,1,2,9853,0.5,0.8333333333333334,121.05,17-20,Dropout
6,14.833333333333334,6,16.0,153.5,158.0,0,1,0,20,0,0,1,1,1,1,6,7,6,6,1,1,9254,1.0,1.0,155.75,17-20,Graduate
6,11.833333333333334,6,12.857142857142858,127.9,137.0,0,1,0,20,0,0,1,43,1,1,6,6,6,7,1,1,9773,1.0,1.0,132.45,17-20,Graduate
5,12.0,5,12.333333333333334,118.8,123.0,1,1,0,18,0,0,1,17,1,1,6,10,6,11,1,3,9670,0.8333333333333334,0.8333333333333334,120.9,17-20,Graduate
4,12.75,6,11.333333333333334,126.7,126.0,0,1,0,19,0,0,1,1,1,1,6,11,6,7,1,1,9238,0.6666666666666666,1.0,126.35,17-20,Graduate
0,7.399999999999999,4,14.75,160.15000000000003,162.5,0,1,0,19,0,0,1,43,1,1,5,5,5,7,1,1,9085,0.0,0.8,161.32500000000002,17-20,Enrolled
0,7.399999999999999,1,10.0,110.0,133.1,1,1,0,30,0,0,1,39,1,1,6,7,6,16,4,1,9130,0.0,0.1666666666666666,121.55,26-30,Dropout
6,12.0,6,12.857142857142858,115.0,115.0,0,1,0,19,0,0,1,17,1,1,6,6,6,7,1,1,9238,1.0,1.0,115.0,17-20,Graduate
7,11.677777777777775,8,13.8,119.0,132.0,0,1,0,19,0,0,1,1,1,1,7,9,8,8,1,3,9556,1.0,1.0,125.5,17-20,Graduate
7,13.6,7,13.6,121.8,132.0,1,1,0,19,0,0,1,1,1,1,8,8,8,8,1,3,9500,0.875,0.875,126.9,17-20,Graduate
6,16.0,6,15.875,133.4,143.0,0,1,0,19,0,0,1,1,1,1,6,7,6,8,1,1,9085,1.0,1.0,138.2,17-20,Graduate
5,11.8,6,11.5,131.4,137.0,0,1,0,20,0,0,1,1,1,1,6,9,6,7,1,3,9238,0.8333333333333334,1.0,134.2,17-20,Graduate
0,7.399999999999999,2,14.0,135.0,130.0,0,1,1,25,1,0,1,42,1,0,5,5,6,7,1,1,9119,0.0,0.3333333333333333,132.5,21-25,Dropout
0,7.399999999999999,0,6.874999999999999,122.8,121.0,0,1,0,19,1,0,1,1,1,0,6,0,6,0,1,2,9773,0.0,0.0,121.9,17-20,Dropout
6,16.142857142857142,6,16.2,140.0,130.0,1,1,1,34,0,0,1,39,1,0,6,7,6,10,2,1,9853,1.0,1.0,135.0,30+,Graduate
7,11.785714285714286,7,11.785714285714286,125.3,135.0,1,1,0,18,0,0,1,18,1,1,8,8,8,8,1,2,9500,0.875,0.875,130.15,17-20,Graduate
8,13.42375,8,13.42375,126.3,137.0,1,1,0,18,0,0,1,1,1,1,8,8,8,8,1,3,9500,1.0,1.0,131.65,17-20,Graduate
6,12.5,5,14.166666666666666,100.0,102.5,0,1,0,20,0,0,1,1,1,0,6,8,6,10,1,1,9670,1.0,0.8333333333333334,101.25,17-20,Graduate
7,12.464285714285714,7,12.464285714285714,121.3,127.0,1,1,0,20,0,0,1,17,1,1,8,8,8,8,1,2,9500,0.875,0.875,124.15,17-20,Graduate
8,12.375,5,12.6,135.0,140.0,0,1,1,23,0,0,1,53,0,0,10,16,9,15,1,1,9991,0.8,0.5555555555555556,137.5,21-25,Enrolled
1,10.0,0,6.874999999999999,120.0,140.0,0,1,0,28,0,0,1,39,1,0,6,8,6,9,1,1,9670,0.1666666666666666,0.0,130.0,26-30,Dropout
5,12.6,6,12.428571428571429,113.7,121.0,0,1,0,18,0,0,1,17,1,0,6,8,6,10,1,1,9773,0.8333333333333334,1.0,117.35,17-20,Enrolled
5,12.6,4,12.4,129.7,131.0,0,1,0,19,0,0,1,43,1,1,5,5,5,6,1,1,9147,1.0,0.8,130.35,17-20,Graduate
2,10.0,4,12.0,132.1,151.0,0,1,0,34,0,0,1,1,1,1,5,7,5,6,2,1,9147,0.4,0.8,141.55,30+,Dropout
0,7.399999999999999,0,6.874999999999999,120.3,130.0,0,1,0,34,0,0,1,51,1,0,7,7,6,0,2,1,9853,0.0,0.0,125.15,30+,Dropout
5,11.6,5,12.333333333333334,120.0,120.0,0,1,0,32,0,0,40,7,0,0,5,7,5,8,1,1,9991,1.0,1.0,120.0,30+,Graduate
6,12.166666666666666,6,13.5,123.1,136.0,0,1,0,19,0,0,1,17,1,1,6,8,6,6,1,2,9254,1.0,1.0,129.55,17-20,Graduate
4,13.6,5,12.666666666666666,119.4,125.0,0,1,0,18,0,0,1,17,1,1,6,10,6,7,1,3,9670,0.6666666666666666,0.8333333333333334,122.2,17-20,Graduate
4,12.5,5,11.8,140.0,133.1,0,0,0,34,0,0,1,39,1,0,5,8,5,8,2,1,9147,0.8,1.0,136.55,30+,Dropout
4,12.25,4,11.5,116.5,133.1,1,1,0,24,1,0,1,39,0,0,6,6,6,10,1,1,8378,0.6666666666666666,0.6666666666666666,124.8,21-25,Enrolled
6,11.714285714285714,6,12.625,113.0,120.0,1,1,0,20,0,0,1,17,1,1,6,7,6,8,1,1,9238,1.0,1.0,116.5,17-20,Graduate
6,13.5,6,13.0,133.9,143.0,1,1,0,18,1,1,1,1,1,1,6,7,6,7,1,3,9773,1.0,1.0,138.45,17-20,Graduate
7,13.024285714285714,7,13.024285714285714,115.5,133.1,1,1,0,20,1,0,1,1,1,1,8,8,8,8,1,3,9500,0.875,0.875,124.3,17-20,Graduate
0,7.399999999999999,0,6.874999999999999,116.5,121.0,0,0,0,18,1,0,1,17,1,1,6,12,6,0,1,3,9254,0.0,0.0,118.75,17-20,Dropout
5,17.0,5,17.208333333333336,160.15000000000003,162.5,1,1,0,18,1,0,1,1,1,0,5,6,5,8,1,1,9119,1.0,1.0,161.32500000000002,17-20,Graduate
4,11.0,4,11.5,119.1,124.0,1,1,0,20,1,0,1,1,1,0,5,7,5,7,1,1,9670,0.8,0.8,121.55,17-20,Graduate
6,13.666666666666666,6,12.5,121.1,127.0,0,1,0,19,1,0,1,17,1,1,7,10,7,9,1,2,9853,0.8571428571428571,0.8571428571428571,124.05,17-20,Dropout
6,11.375,5,13.8,132.9,129.0,1,1,0,20,1,0,1,1,1,1,6,9,6,6,1,2,9070,1.0,0.8333333333333334,130.95,17-20,Enrolled
6,12.833333333333334,6,11.833333333333334,132.8,137.0,0,1,0,19,1,0,1,1,1,0,6,6,6,8,1,1,9238,1.0,1.0,134.9,17-20,Graduate
5,12.6,4,11.5,126.7,120.0,0,1,0,20,1,0,1,1,1,1,6,9,6,11,1,1,9773,0.8333333333333334,0.6666666666666666,123.35,17-20,Graduate
6,14.333333333333334,7,13.771428571428572,105.8,110.0,0,1,0,22,1,0,1,1,1,1,7,8,8,9,1,1,9500,0.8571428571428571,0.875,107.9,21-25,Graduate
4,13.5,6,13.625,117.2,120.0,1,1,0,18,1,0,1,17,1,0,5,8,6,10,1,2,9119,0.8,1.0,118.6,17-20,Enrolled
7,14.285714285714286,7,14.285714285714286,140.0,143.0,0,1,0,19,1,0,1,1,1,0,8,8,8,8,1,1,9500,0.875,0.875,141.5,17-20,Graduate
3,11.75,2,10.0,120.0,120.0,0,1,0,22,1,0,39,44,1,0,6,15,6,12,1,1,9003,0.5,0.3333333333333333,120.0,21-25,Dropout
5,14.8,5,17.208333333333336,119.5,124.0,0,1,0,20,1,1,1,17,1,1,5,5,5,5,1,3,9119,1.0,1.0,121.75,17-20,Graduate
0,7.399999999999999,0,6.874999999999999,153.9,162.5,0,0,1,34,1,0,1,39,1,0,6,7,6,0,2,1,9003,0.0,0.0,158.2,30+,Dropout
1,10.0,0,6.874999999999999,130.0,133.1,0,1,0,24,1,0,19,39,0,0,6,14,5,5,2,1,8378,0.1666666666666666,0.0,131.55,21-25,Dropout
0,7.399999999999999,0,6.874999999999999,107.0,150.0,0,1,0,26,1,0,1,39,1,1,5,5,5,5,1,2,9670,0.0,0.0,128.5,26-30,Dropout
4,12.6,5,12.38,132.8,140.0,0,1,0,34,1,0,1,39,1,0,7,10,7,9,1,1,9500,0.5714285714285714,0.7142857142857143,136.4,30+,Dropout
5,12.428571428571429,5,11.8,127.5,145.0,0,1,0,22,1,0,1,1,0,1,5,9,5,7,1,1,9991,1.0,1.0,136.25,21-25,Graduate
4,10.0,3,12.0,123.3,118.0,0,1,0,26,1,0,1,18,1,1,6,10,6,11,1,1,9254,0.6666666666666666,0.5,120.65,26-30,Enrolled
3,12.333333333333334,0,6.874999999999999,122.0,123.0,0,1,0,19,1,0,1,17,1,0,5,7,5,5,1,1,9147,0.6,0.0,122.5,17-20,Dropout
0,7.399999999999999,0,6.874999999999999,114.8,120.0,0,0,0,19,1,0,1,1,1,1,6,0,6,0,1,3,9254,0.0,0.0,117.4,17-20,Dropout
0,7.399999999999999,0,6.874999999999999,140.0,140.0,0,1,1,20,1,0,39,44,1,0,2,0,2,0,1,1,8378,0.0,0.0,140.0,17-20,Graduate
10,12.1,8,13.333333333333334,111.0,126.0,0,1,1,21,1,0,1,51,1,0,10,12,8,9,1,1,9670,1.0,1.0,118.5,21-25,Graduate
6,14.714285714285714,6,15.0,133.2,137.0,1,1,0,19,0,0,1,1,1,1,6,7,6,6,1,2,9773,1.0,1.0,135.1,17-20,Graduate
6,12.666666666666666,6,12.833333333333334,123.0,130.0,0,1,0,18,0,0,1,1,1,1,6,6,6,7,1,3,9773,1.0,1.0,126.5,17-20,Graduate
10,14.384615384615383,10,13.3,150.0,150.0,1,1,0,23,0,0,42,53,1,0,10,14,10,12,1,1,9003,1.0,1.0,150.0,21-25,Graduate
5,13.4,5,12.2,132.3,147.0,1,1,0,18,0,0,1,17,1,1,5,5,5,6,1,3,9147,1.0,1.0,139.65,17-20,Graduate
7,13.314285714285717,7,13.314285714285717,126.0,140.0,0,1,0,18,0,0,1,18,1,1,8,8,8,8,1,1,9500,0.875,0.875,133.0,17-20,Graduate
7,11.98857142857143,7,11.98857142857143,119.3,132.0,0,1,0,19,0,0,1,1,1,1,8,8,8,8,1,3,9500,0.875,0.875,125.65,17-20,Graduate
10,11.545454545454543,8,12.88888888888889,133.8,130.0,0,1,0,21,0,0,42,53,1,1,10,16,9,13,1,1,9147,1.0,0.8888888888888888,131.9,21-25,Graduate
6,16.46153846153846,6,13.875,126.5,130.0,1,1,0,18,0,0,1,1,1,1,6,13,6,8,1,1,9085,1.0,1.0,128.25,17-20,Graduate
6,13.666666666666666,6,12.833333333333334,138.4,151.0,1,1,0,24,0,0,1,1,1,1,6,7,6,6,1,1,9773,1.0,1.0,144.7,21-25,Graduate
7,12.65,8,13.411111111111111,129.0,144.0,0,1,0,18,0,0,1,1,1,1,7,8,8,9,1,3,9500,1.0,1.0,136.5,17-20,Dropout
6,12.333333333333334,3,12.0,118.3,127.0,0,1,0,18,0,0,1,1,1,1,6,7,6,10,1,1,9670,1.0,0.5,122.65,17-20,Enrolled
6,14.37,7,14.65,129.8,131.0,0,1,0,20,0,0,1,17,1,1,7,8,8,10,1,2,9500,0.8571428571428571,0.875,130.4,17-20,Graduate
3,12.0,4,11.75,113.6,123.0,0,1,0,19,0,0,1,17,1,1,5,13,5,8,1,2,9085,0.6,0.8,118.3,17-20,Enrolled
3,12.0,3,10.666666666666666,128.3,130.0,1,0,0,18,0,0,1,1,1,1,6,12,6,15,1,3,9773,0.5,0.5,129.15,17-20,Dropout
4,12.0,3,11.0,130.0,130.0,1,1,0,19,0,0,1,43,1,0,6,11,6,14,1,1,9254,0.6666666666666666,0.5,130.0,17-20,Dropout
5,12.6,5,11.2,121.9,131.0,0,1,0,19,0,0,1,17,1,1,6,10,6,7,1,2,9853,0.8333333333333334,0.8333333333333334,126.45,17-20,Graduate
6,12.166666666666666,6,12.333333333333334,129.4,135.0,0,1,1,18,0,0,3,1,1,0,6,6,6,6,1,3,9238,1.0,1.0,132.2,17-20,Graduate
6,13.5,6,14.0,115.3,123.0,0,1,0,20,0,0,1,1,1,1,7,8,7,8,1,2,9853,0.8571428571428571,0.8571428571428571,119.15,17-20,Enrolled
8,13.76375,8,13.76375,125.5,145.0,1,1,0,18,0,0,1,1,1,1,8,8,8,8,1,3,9500,1.0,1.0,135.25,17-20,Graduate
6,12.4,6,12.8,117.8,118.0,1,1,0,19,0,0,1,17,1,1,7,11,7,8,1,3,9556,0.8571428571428571,0.8571428571428571,117.9,17-20,Graduate
4,10.666666666666666,2,12.0,118.7,125.0,0,1,0,18,0,0,1,17,1,1,5,16,5,11,1,3,9147,0.8,0.4,121.85,17-20,Enrolled
6,14.333333333333334,6,14.333333333333334,139.0,152.0,0,1,0,18,0,0,1,1,1,1,7,7,7,7,1,2,9500,0.8571428571428571,0.8571428571428571,145.5,17-20,Graduate
4,12.5,2,12.666666666666666,98.9,102.5,0,1,0,21,0,0,1,1,1,1,6,12,6,13,1,1,9085,0.6666666666666666,0.3333333333333333,100.7,21-25,Enrolled
1,10.0,0,6.874999999999999,137.7,137.0,0,0,1,19,0,0,1,17,1,1,6,14,6,13,1,1,9254,0.1666666666666666,0.0,137.35,17-20,Dropout
7,14.69625,8,14.622222222222224,113.6,123.0,0,1,0,21,0,0,1,1,1,1,7,8,8,9,1,3,9500,1.0,1.0,118.3,21-25,Graduate
4,11.5,3,13.75,113.4,120.0,0,1,0,18,0,0,1,1,1,0,6,14,6,16,1,1,9085,0.6666666666666666,0.5,116.7,17-20,Enrolled
7,12.855555555555556,8,13.9125,128.5,131.0,1,1,0,18,0,0,1,17,1,0,7,9,8,8,1,3,9556,1.0,1.0,129.75,17-20,Graduate
7,13.7,8,13.994444444444444,142.8,141.0,0,1,0,18,0,0,1,1,1,0,7,7,8,9,1,1,9500,1.0,1.0,141.9,17-20,Graduate
0,7.399999999999999,1,12.0,137.7,144.0,0,0,0,23,0,0,1,1,1,0,5,9,5,10,1,1,9130,0.0,0.2,140.85,21-25,Dropout
3,11.2,4,12.0,103.5,107.0,0,1,0,20,0,0,1,1,1,1,6,13,6,9,1,1,9238,0.5,0.6666666666666666,105.25,17-20,Enrolled
7,13.285714285714286,8,13.333333333333334,123.2,133.0,0,1,0,18,0,0,1,1,1,0,7,7,8,9,1,1,9500,1.0,1.0,128.1,17-20,Graduate
5,13.0,5,10.4,126.0,126.0,0,1,0,19,0,0,1,17,1,1,6,9,6,8,1,2,9853,0.8333333333333334,0.8333333333333334,126.0,17-20,Enrolled
6,12.6,6,11.685714285714283,121.7,133.1,1,1,0,27,0,0,1,39,1,0,7,8,7,9,1,1,9500,0.8571428571428571,0.8571428571428571,127.4,26-30,Enrolled
5,12.8,4,12.0,142.8,147.0,1,0,1,19,0,0,1,17,1,1,5,5,5,5,1,1,9147,1.0,0.8,144.9,17-20,Enrolled
5,11.5,5,11.0,120.0,120.0,0,1,0,21,0,0,1,43,1,1,6,14,6,13,1,1,9130,0.8333333333333334,0.8333333333333334,120.0,21-25,Dropout
7,11.4,7,11.4,119.3,130.0,1,1,0,19,0,0,1,18,1,1,8,8,8,8,1,1,9500,0.875,0.875,124.65,17-20,Graduate
6,12.333333333333334,6,11.333333333333334,121.0,120.0,1,1,0,21,0,0,1,44,1,0,6,6,6,8,1,1,9238,1.0,1.0,120.5,21-25,Graduate
5,12.8,4,12.2,139.4,138.0,0,1,0,18,0,0,1,1,1,1,6,7,6,10,1,3,9773,0.8333333333333334,0.6666666666666666,138.7,17-20,Graduate
5,12.0,4,15.0,113.9,124.0,1,1,0,20,0,0,1,17,1,1,5,8,5,8,1,1,9085,1.0,0.8,118.95,17-20,Graduate
5,13.0,5,13.5,124.6,133.0,1,1,0,18,0,0,1,1,1,1,6,8,6,9,1,1,9853,0.8333333333333334,0.8333333333333334,128.8,17-20,Graduate
6,11.833333333333334,6,11.0,123.8,122.0,1,0,1,18,0,0,1,17,1,1,6,6,6,8,1,1,9070,1.0,1.0,122.9,17-20,Dropout
6,14.0,6,13.333333333333334,126.3,138.0,0,1,0,18,0,0,1,1,1,1,6,8,6,9,1,3,9085,1.0,1.0,132.15,17-20,Graduate
6,12.333333333333334,6,13.5,120.4,134.0,1,1,0,18,0,0,1,17,1,1,6,6,6,6,1,3,9773,1.0,1.0,127.2,17-20,Graduate
5,13.04,7,12.5,120.5,128.0,1,1,0,19,0,0,1,1,1,1,7,10,7,7,1,3,9500,0.7142857142857143,1.0,124.25,17-20,Enrolled
10,13.166666666666666,8,13.333333333333334,144.9,140.0,0,0,1,23,0,0,42,53,1,1,10,16,9,15,1,1,9085,1.0,0.8888888888888888,142.45,21-25,Enrolled
6,12.5,6,12.833333333333334,139.9,133.1,1,1,0,24,0,0,19,39,1,1,6,7,6,11,1,1,9085,1.0,1.0,136.5,21-25,Graduate
0,7.399999999999999,0,6.874999999999999,133.3,142.0,0,1,0,19,0,0,1,1,1,1,2,0,2,0,1,1,8378,0.0,0.0,137.65,17-20,Graduate
7,15.657142857142857,7,15.657142857142857,126.0,141.0,0,1,0,18,0,0,1,1,1,1,8,8,8,8,1,3,9500,0.875,0.875,133.5,17-20,Graduate
6,12.166666666666666,6,11.333333333333334,133.5,145.0,0,1,0,19,0,0,1,1,1,0,6,6,6,6,1,2,9070,1.0,1.0,139.25,17-20,Graduate
0,7.399999999999999,0,6.874999999999999,127.9,145.0,0,1,0,19,0,0,1,17,1,1,6,0,6,0,1,2,9853,0.0,0.0,136.45,17-20,Dropout
5,10.6,5,11.166666666666666,105.9,108.0,1,1,0,20,0,0,1,1,1,0,6,11,6,9,1,1,9238,0.8333333333333334,0.8333333333333334,106.95,17-20,Enrolled
6,13.428571428571429,5,12.666666666666666,124.3,132.0,0,1,0,20,0,0,1,1,1,0,6,10,6,11,1,1,9085,1.0,0.8333333333333334,128.15,17-20,Enrolled
4,11.75,0,6.874999999999999,102.5,140.0,0,1,0,26,0,0,1,39,1,0,6,8,6,12,1,1,9773,0.6666666666666666,0.0,121.25,26-30,Dropout
0,7.399999999999999,0,6.874999999999999,97.0,133.1,0,0,1,34,1,0,19,39,1,0,5,10,5,5,1,1,9254,0.0,0.0,115.05,30+,Dropout
0,7.399999999999999,0,6.874999999999999,134.7,128.0,0,0,0,19,1,0,1,17,1,0,2,0,2,0,1,1,8378,0.0,0.0,131.35,17-20,Dropout
0,7.399999999999999,0,6.874999999999999,113.8,120.0,0,0,0,27,1,0,1,42,1,0,5,0,5,0,1,1,9119,0.0,0.0,116.9,26-30,Dropout
1,13.0,0,6.874999999999999,116.9,120.0,0,1,0,18,1,0,1,1,1,0,5,9,5,5,1,3,9119,0.2,0.0,118.45,17-20,Dropout
7,13.331428571428573,7,13.331428571428573,124.0,139.0,1,1,0,18,1,0,1,1,1,1,8,8,8,8,1,3,9500,0.875,0.875,131.5,17-20,Graduate
0,7.399999999999999,0,6.874999999999999,117.5,139.3,0,1,0,28,1,0,1,39,1,0,6,0,6,0,1,1,9070,0.0,0.0,128.4,26-30,Dropout
0,7.399999999999999,0,6.874999999999999,154.8,150.0,0,1,0,21,1,0,39,44,1,1,2,0,2,0,1,1,8378,0.0,0.0,152.4,21-25,Graduate
6,13.7,6,13.7,141.0,138.0,0,1,0,19,1,0,1,1,1,0,7,7,7,7,1,1,9500,0.8571428571428571,0.8571428571428571,139.5,17-20,Graduate
0,7.399999999999999,0,6.874999999999999,120.0,133.1,0,0,1,26,1,0,9,39,1,0,5,5,5,5,1,1,9670,0.0,0.0,126.55,26-30,Dropout
9,13.454545454545457,6,13.875,133.6,136.0,0,1,0,20,1,0,1,51,1,1,9,12,7,9,1,1,9119,1.0,0.8571428571428571,134.8,17-20,Dropout
7,12.2,7,12.2,122.0,134.0,0,1,0,19,1,0,1,1,1,1,8,8,8,8,1,3,9500,0.875,0.875,128.0,17-20,Graduate
3,10.0,4,11.0,120.0,140.0,0,1,0,21,1,0,1,1,1,1,5,8,5,10,1,1,9147,0.6,0.8,130.0,21-25,Dropout
5,13.0,6,12.857142857142858,114.2,110.0,1,1,0,23,1,0,42,53,1,0,6,7,6,7,1,1,9670,0.8333333333333334,1.0,112.1,21-25,Graduate
6,12.0,6,14.0,95.5,133.1,0,1,0,29,1,0,38,39,0,0,6,11,6,6,1,1,8378,1.0,1.0,114.3,26-30,Graduate
7,15.028571428571428,7,15.028571428571428,120.0,129.0,0,1,0,20,1,0,1,1,1,0,8,8,8,8,1,1,9500,0.875,0.875,124.5,17-20,Graduate
6,12.0,6,11.714285714285714,111.1,116.0,0,1,0,18,1,0,1,1,1,0,6,8,6,7,1,1,9238,1.0,1.0,113.55,17-20,Graduate
5,12.0,5,12.4,128.6,130.0,0,1,0,19,1,0,1,1,1,1,6,8,6,8,1,1,9773,0.8333333333333334,0.8333333333333334,129.3,17-20,Graduate
